,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tempo_bpm,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,is_ai
Empty Box,-131.67159,82.34228,-0.5914953,41.695866,9.228911,5.524313,5.348905,2.6062646,-3.9889593,2.7853563,0.28539142,5.869384,-3.485934,-2.1748526,-5.940281,-3.3503444,-5.1878295,-3.4170625,-5.986471,-3.2109208,107,0.25326973,0.33742368,0.19270469,0.34932595,0.56397283,0.29900488,0.3000046,0.22157696,0.3374634,0.23105395,0.24866958,0.43315625,1
Evil Side,-322.3195,94.751884,31.59014,12.473592,-6.116571,-9.244075,-1.9234997,-17.677027,-2.5344815,-9.115005,-6.425946,-2.6210337,-8.438655,10.928061,-2.6348355,1.8962554,-1.5336992,-8.7728815,-6.455092,3.656253,86,0.19721942,0.11623076,0.28864157,0.13369276,0.3093066,0.2732679,0.057754286,0.056284,0.1085544,0.41235256,0.109953545,0.21408516,1
Famous Last Words,-125.975525,78.53228,17.882229,19.678762,-2.1064126,11.298665,-3.8436906,-1.2894639,0.24236739,3.9917707,-5.431747,1.4460698,-7.3598495,-0.025474524,-6.1357665,-2.0953841,-5.6265497,2.599821,-2.2265115,-2.4719834,117,0.35356715,0.3074539,0.27888846,0.42082164,0.22256899,0.28012335,0.20588195,0.33508182,0.46915746,0.28309226,0.36837667,0.268127,1
Fancy Ass Dudes,-187.839,71.20054,-8.373468,23.990715,6.5089054,-4.536385,8.0599375,-9.594215,7.504595,-9.990511,-6.2922845,-3.7906196,-7.040636,0.7826906,-7.4267035,1.6648607,-2.4471047,0.36976004,0.022725534,1.7645535,99,0.18163359,0.2587925,0.28253108,0.19461188,0.3037663,0.20578803,0.3101658,0.23801826,0.21007979,0.40385535,0.23923084,0.26624998,1
Fire in My Friend's House,-89.77908,62.653603,-0.23598723,38.849266,4.1136956,4.5463686,4.459794,8.761556,0.3555619,3.840865,1.564584,6.0698857,-6.089833,-2.3401618,-6.768677,-1.8487979,-7.706788,1.0633761,-2.7048173,-1.319706,86,0.2965504,0.24621643,0.3376701,0.36772013,0.608992,0.3329862,0.36740625,0.31847703,0.28518167,0.3084683,0.3144088,0.57325095,1
Firelight,-122.31647,76.24232,-16.4997,36.61599,-4.6374807,5.978657,0.21720427,5.290154,-0.46862936,-1.3479764,-2.7537246,-6.50503,-6.82567,-3.9859385,-9.92559,-4.2980957,-6.492871,-2.2012906,-5.161828,-2.9579089,151,0.2652556,0.25226912,0.3283564,0.26785934,0.57164603,0.2944814,0.39664423,0.31387928,0.24343412,0.37121087,0.27470103,0.35859233,1
Flamethrower,-284.49844,79.53576,-18.02118,20.575075,-2.348285,-10.856515,-7.3564415,-24.716612,-15.180064,-21.908136,-18.599329,-11.120133,-13.520645,-7.7366056,-10.155037,-0.17134345,-1.1160986,-1.2395961,4.1061063,3.651001,75,0.1286655,0.27911463,0.26441154,0.45772654,0.27103394,0.18305968,0.28757328,0.14480253,0.21223247,0.100764275,0.11967135,0.1468903,1
Flawless Humans,-284.3958,67.31011,22.119452,12.522347,3.7158272,-10.522254,-3.9610066,-14.3607855,-6.6705804,-7.43754,-15.298143,-9.778046,-17.321434,-0.76094985,-11.256304,-6.79012,-6.0943813,-2.0468497,-6.977201,-0.035945643,172,0.23112388,0.17284153,0.19510709,0.23595357,0.44081315,0.23878987,0.20024471,0.2155046,0.21070871,0.32137603,0.28554258,0.37837994,1
Fly Over the Earth,-203.85953,94.80691,12.542837,29.851738,8.177416,3.4062285,7.7837396,-5.8693876,3.373975,2.3084338,-10.383044,2.6321826,-11.318671,1.6152298,-4.946868,-4.6416583,-7.389124,-2.1817176,-4.936831,0.91284144,172,0.187889,0.1473767,0.20125958,0.19485708,0.3116835,0.21417576,0.2934129,0.2551903,0.20635377,0.30969846,0.2880329,0.44769382,1
Frogs,-285.18225,133.66862,65.88174,38.083996,19.735107,9.3442955,15.063701,3.518189,6.932655,1.8276416,0.33054355,7.70304,-7.283401,4.352473,-3.011127,-0.4791418,-2.8717694,-0.5410497,-6.98466,-1.5115793,117,0.5332004,0.21876472,0.24878724,0.16454616,0.41458058,0.25130504,0.18186718,0.28886068,0.22035033,0.3664221,0.18721262,0.3453603,1
Fromage,-143.79927,83.77986,5.9161115,13.382642,6.5373893,-5.9581428,6.6926007,-12.424368,-5.1726284,2.6759613,-7.588268,3.4502747,-7.95509,2.4945738,-1.6390171,-0.36300197,-0.16866489,-2.5186067,-6.435974,1.3626916,112,0.353524,0.21312435,0.40708518,0.28993088,0.16920924,0.29270405,0.26913515,0.358211,0.19651394,0.29390237,0.40033418,0.22397526,1
Garbage Love,-211.84308,73.05024,12.7133045,23.440102,3.009653,-6.8035116,-11.939553,-4.723337,-10.531278,-2.933596,-12.882676,-4.9962606,-13.142323,-3.1904547,-1.0439863,-1.484581,-3.523187,1.2592586,-3.5836096,2.1312299,161,0.17858788,0.15442695,0.2595697,0.19280355,0.3156822,0.17728274,0.3574578,0.4796317,0.24607386,0.27108476,0.20333834,0.38837075,1
Gator Tail,-204.30183,91.17396,21.90332,45.466473,17.08229,16.841537,5.368011,5.5265884,-6.8270726,1.3315045,-13.955645,10.879796,-1.9854375,13.19129,-1.5043993,5.471491,10.73384,9.729414,13.8232,3.3154788,135,0.1683987,0.08759582,0.23972987,0.22364913,0.49780735,0.21029325,0.21413265,0.30078533,0.14711496,0.25268424,0.15952227,0.4867472,1
Get Off My Lawn,-147.84889,56.295906,16.477161,31.951117,-7.9912963,5.2703013,-5.8333397,1.1475934,-7.220919,2.1308672,-5.6296673,-2.3553348,-9.97595,-4.7217135,-8.882104,-3.3643992,-9.396897,-2.7312531,-7.8084035,-3.2119193,86,0.3677888,0.30437538,0.41232124,0.31327543,0.32282528,0.17753619,0.23707509,0.26821268,0.23224843,0.36321345,0.28945318,0.32180518,1
Goose Parade,-174.7662,69.533485,39.442654,33.53074,17.736326,10.968185,5.221898,-4.0378675,-1.1885215,-3.1313958,0.054526445,0.09711525,-13.043395,7.186534,-8.907808,-1.597624,-1.9983346,-4.7838945,-7.5040874,0.009496069,99,0.29612786,0.18111348,0.26248962,0.27681684,0.17087156,0.12936917,0.2794283,0.33455786,0.18147115,0.23295598,0.32807484,0.47652262,1
Grilled Cheese,-243.78783,107.25783,44.768185,33.602737,7.1962166,4.0392528,-5.8783407,-3.7583423,0.10221508,-4.6535273,-8.321698,-0.0889029,-16.910988,-4.316083,-15.408132,-14.8581085,-9.771524,-7.612328,-7.0096574,1.6023976,92,0.1667198,0.28386787,0.25388926,0.54827476,0.38789877,0.6687997,0.3122518,0.12570696,0.11385705,0.13683794,0.23675193,0.13070536,1
Ham Sandwich,-106.54361,50.21751,-10.281447,14.82054,-2.4399433,-8.039875,-8.8454685,-4.876043,-3.9306827,3.1672077,1.099445,7.669804,-5.9636087,-2.0752418,-7.1657367,-4.3172164,-4.9191175,-0.11761285,-0.26622674,4.984652,117,0.31848493,0.29076824,0.34367928,0.453728,0.63208073,0.49245352,0.32129914,0.2773806,0.2673865,0.22540332,0.3021933,0.41203678,1
Happiness,-196.88806,125.26749,-13.021628,42.329224,5.7933617,-3.6680148,-0.079106666,-0.90991116,-2.1142657,-4.0146236,-4.324557,0.2785156,-9.065155,0.27905443,-2.768133,-0.027125213,-6.120038,-2.0997775,-2.5308318,-6.387641,89,0.34174314,0.24693497,0.18722531,0.29767329,0.17881395,0.28820935,0.11152391,0.22400759,0.47657394,0.25563782,0.4538182,0.21880168,1
Happy Ghost,-192.74875,81.707214,17.961405,11.654593,-10.383707,-8.665358,-9.384629,-25.018179,-2.1664076,-9.406634,-16.457819,-2.0908802,-21.718098,5.5676928,-10.53608,-2.5758064,-3.3334413,-5.6977644,-6.3254547,-3.8486214,151,0.2546509,0.18243383,0.38730678,0.2051589,0.11007616,0.25271875,0.1341882,0.28953826,0.119340315,0.207203,0.42247316,0.19317704,1
Hard Cheese,-201.81993,93.66231,14.77411,31.001833,15.121817,2.3179872,0.9226681,-0.43118486,-3.5315948,4.189461,-4.2761374,1.9731836,-3.143505,-1.189437,-4.3557158,-4.862843,-8.613386,-7.549097,-9.351304,-9.744833,86,0.27081382,0.2619429,0.48054674,0.24682145,0.3434147,0.18269952,0.2016893,0.35732985,0.22564447,0.26461008,0.20992276,0.27060413,1
Hardest Decision,-126.143845,59.73706,6.479385,2.9803123,3.7408764,-10.427269,-5.547765,-3.9188492,-19.942522,-2.446116,-11.617854,0.4573997,-6.683868,-8.483823,-7.7183456,-4.782938,-15.919517,-1.8347852,-12.581527,-8.221587,172,0.19160335,0.18296765,0.37643644,0.2989914,0.31204093,0.14118955,0.22602516,0.26006952,0.17704155,0.29416022,0.22007304,0.5173328,1
Head in the Clouds,-130.72478,81.006836,20.760893,21.214687,-0.6760494,9.555333,-0.72649646,2.1324422,-3.444237,-0.53508955,-1.8215029,7.67984,-2.968478,0.8719266,0.5776264,1.0723368,-5.1934066,0.62408197,-3.486334,-3.1953824,89,0.49021265,0.41711387,0.5255516,0.36563048,0.31115785,0.36583474,0.25887293,0.34735447,0.25577104,0.3762858,0.51814735,0.43155813,1
Heartbreak Makes Me Good at Chess,-142.70613,61.52907,9.25123,19.682878,4.8497453,-0.8816585,-1.3920996,-2.0436337,-0.5267948,-0.8909539,-2.3605506,5.1781054,-7.4541907,-1.3458878,-1.1361914,0.9133737,-11.413762,-3.104221,-10.888718,-9.349604,143,0.34319746,0.31828013,0.4008106,0.27098134,0.2757888,0.22809355,0.2805149,0.3140975,0.30424705,0.43765163,0.259158,0.23863539,1
Here in the Toilet,-288.15607,110.3204,42.547756,16.486132,13.844151,-15.799322,3.3396268,-17.706348,-7.6968513,-12.329089,-23.555513,-13.074054,-22.4347,-7.6114235,-14.063561,-2.686267,1.4165237,-2.2879114,-2.7477887,-3.744164,95,0.3863574,0.1579466,0.17790328,0.11125122,0.17456076,0.34873265,0.16404194,0.37417588,0.16673213,0.255649,0.23233315,0.1596,1
Hogwash,-165.59691,66.86681,26.208313,19.325176,-6.486484,5.825673,-2.0974193,0.4509506,-4.277482,0.14585494,-0.3328268,5.5174475,-7.304969,0.29824716,4.464484,1.7400137,0.65856755,2.686399,-4.2124085,0.907063,86,0.20882271,0.18711796,0.2369005,0.32563058,0.58405036,0.3044672,0.22590668,0.30493066,0.2762138,0.32067728,0.3474257,0.43640485,1
Honey Bunny,-83.99241,71.83983,6.9390116,25.231998,12.748218,3.259964,-3.7144954,7.680379,-3.3612065,4.6407256,3.906142,6.286183,1.840714,3.1581266,-0.3749421,6.869298,-0.494007,2.634354,0.13536455,2.5556283,151,0.36529005,0.40324646,0.32085377,0.35699677,0.26733738,0.31629142,0.2718981,0.2502314,0.32171345,0.32956523,0.5356033,0.4226816,1
Hot Air Balloon,-208.78601,108.39393,10.620943,24.642939,8.934214,2.5901906,-3.9021623,-5.7941704,-5.879981,-2.2598286,-12.571829,4.2390027,-13.231276,-4.031147,-12.425486,-10.207048,-9.126897,-8.311709,-10.761196,-5.1420236,151,0.30357513,0.21179055,0.16525738,0.4453838,0.19144659,0.1971107,0.117175005,0.20359902,0.36502847,0.17740531,0.3004632,0.15201281,1
Hot Dog,-190.2555,104.94449,12.439064,28.369715,-2.9801445,1.9223229,2.4023802,2.0290778,-2.5139303,-0.79156095,1.1336298,2.4822476,-2.9750903,0.55186814,-3.5968559,-1.7500248,-6.2754564,-2.020734,-6.3277183,-6.754021,95,0.29373324,0.33193514,0.25624567,0.2645263,0.27258945,0.2302992,0.2515987,0.33013204,0.6747405,0.6563208,0.3238319,0.28475162,1
Human Parasite,-245.09157,83.51226,22.7832,32.98224,15.5402565,5.0522175,-2.4768236,-7.848952,1.5402212,-13.782309,-4.9561343,-4.329679,-12.893046,-3.1445506,-15.889694,-4.4592714,-7.457265,-8.529879,-11.763438,-8.647541,99,0.21490733,0.50003076,0.2460854,0.17052604,0.38705447,0.14243019,0.108653195,0.08645056,0.19605327,0.27994016,0.13895851,0.17498505,1
I Forgot My Wallet,-102.92082,71.13408,5.0245743,13.576484,-5.8105955,1.9500109,-4.4396353,-4.028984,-3.4529152,0.18110596,-4.584599,2.6208823,-4.284421,0.7213178,-6.277751,-2.1080148,-7.101365,-2.982492,-6.734543,-0.9223791,99,0.42881814,0.30431485,0.24863425,0.3409105,0.5647738,0.32222497,0.20058961,0.25022694,0.38349065,0.48175323,0.3553568,0.36362407,1
I Want My Money Back,-227.89095,156.98799,0.1240686,36.910423,15.415414,-3.9320412,0.84601057,-7.249944,1.3046933,0.10584951,-3.12055,-3.331567,-2.2845945,3.6448317,-6.861877,-5.411505,-1.4662806,-4.096756,-7.868452,-6.8275824,89,0.14993979,0.30758187,0.3668414,0.23390484,0.38006052,0.2281019,0.25649118,0.2934482,0.20863709,0.37873194,0.24749659,0.39619625,1
I Wish I Was A King,-305.9067,152.81401,59.67419,17.480373,0.44466507,-7.0299206,-2.9715662,-16.054619,-3.674414,-5.920058,-5.840292,-4.9873953,-10.640383,-2.6863065,-10.602769,-5.7366266,-1.8044143,-5.440305,-6.9456086,-4.240149,143,0.25518996,0.26168767,0.06589921,0.041703656,0.09943862,0.37278846,0.24433064,0.13183953,0.2384009,0.15697293,0.4366362,0.13945492,1
I Wrote You a Song,-199.43211,121.74458,-3.135947,38.706387,21.68706,5.9875407,3.1997697,2.3632216,-3.3757238,4.734001,3.9935818,1.7153636,-0.8383849,-0.4086278,-8.16374,-3.833329,-3.5242186,-0.623815,-2.5580158,-3.5485265,143,0.3757162,0.2569256,0.37886018,0.23476247,0.3464912,0.59833825,0.24952996,0.21012741,0.16808254,0.27181113,0.18485147,0.18923585,1
I'm Allergic to Morning,-214.52155,76.44007,24.610079,59.854588,16.527138,11.951939,0.623627,-8.112363,16.745457,-10.898223,-7.354651,-8.152037,-4.3820505,-0.2288518,-5.090058,2.7731001,-1.2029134,1.3658983,-2.630307,-5.500563,151,0.32372153,0.2147124,0.44008502,0.3774474,0.21440864,0.21547025,0.08921756,0.10075474,0.10772227,0.2690709,0.31723017,0.22877063,1
I'm a Giraffe,-184.77864,87.50184,32.15654,31.07997,5.398265,7.926816,2.2822635,-1.3323517,2.166485,2.2214227,0.69546777,2.651424,-10.98812,6.136669,-5.2142763,-3.2617993,-4.129807,0.31257007,2.4398704,7.497759,161,0.2116043,0.2543299,0.29041505,0.2696084,0.49834672,0.37182942,0.3078148,0.20139578,0.18461694,0.2833922,0.22695397,0.2634788,1
In My Country,-152.79518,98.3191,16.128698,10.894631,-0.50548816,2.5741327,-5.89795,2.1434982,-21.044813,-11.846081,-5.303055,-6.6008563,-17.86945,-1.4974658,-16.71672,-2.14664,-6.9762955,-2.8344288,-10.349571,-8.420899,63,0.30446595,0.29656103,0.32511565,0.2526747,0.34218886,0.24468352,0.19603224,0.27887553,0.25976768,0.65355206,0.24026509,0.22822542,1
In My Parents' Basement,-176.5816,50.6785,4.4548416,11.160104,4.995384,-4.0474405,7.7303495,-9.967937,5.4388742,-5.4031305,-8.473816,-0.64822286,-10.408726,1.8846506,-10.890055,-1.040882,-6.1087446,-2.9050913,-6.546871,-0.90579027,86,0.35311443,0.37834883,0.51711994,0.30217707,0.19665787,0.20565896,0.19807836,0.26250362,0.22582075,0.32553768,0.43063086,0.31868717,1
Is This Real Life,-127.85505,82.91921,-2.1014946,31.518442,3.5724065,-2.865454,6.0776834,-10.045419,6.0567656,-4.0805383,-1.8485073,-3.468927,-8.977997,3.6872444,-10.928545,-1.1442679,-3.56223,-5.322546,-4.431791,-1.3646806,123,0.22771421,0.23808572,0.43750414,0.36459142,0.49809748,0.3071573,0.25419566,0.25411403,0.31634313,0.4175628,0.26862127,0.27920362,1
Jealous of the Moon,-169.80104,78.09375,19.127125,16.57561,3.6289904,-2.321684,-3.3971915,-12.768987,-5.55288,-2.7475348,-8.79851,-9.267306,-8.131423,-4.420451,-3.8765101,0.6722306,-3.5769696,4.974702,-5.126368,-5.0102067,86,0.21136518,0.38319635,0.1786701,0.099027336,0.20668624,0.18165487,0.29825047,0.15664013,0.2779587,0.3497068,0.2116777,0.3043177,1
Jersey's Not the Worst,-152.938,110.732925,-11.10262,32.89424,10.732027,-3.0794365,-1.8200704,0.9765341,8.274551,8.299876,-7.2010207,6.062038,-3.2461965,-6.2923484,-6.201953,-2.959003,-8.59001,-2.9453375,0.93604064,0.023952803,151,0.25578952,0.23716386,0.19209099,0.4852073,0.5702586,0.271779,0.3828196,0.19172461,0.33059484,0.16617073,0.3176351,0.47727528,1
Just to See,-117.069115,81.74622,4.3942647,23.757696,3.156013,6.6901956,3.4001896,1.1542788,-2.100438,1.1344072,-6.7424674,3.038442,-6.9986076,-0.32637936,-2.491474,-5.3770695,-7.5145984,0.13506532,-6.1432934,-1.8101746,151,0.28176755,0.23538035,0.29156518,0.23289077,0.38602632,0.20451967,0.29335374,0.40980536,0.27684042,0.3678503,0.2757752,0.45905536,1
Karaoke Friday,-95.831245,90.15439,8.924216,31.308449,4.118982,11.057085,3.8014026,3.0603282,0.65505385,6.8005657,4.544441,7.1026764,-4.671097,0.9229641,-2.5137591,2.5783794,-1.3453168,2.6771927,3.7519991,5.1017804,103,0.3462452,0.3136268,0.47105166,0.32741034,0.5230434,0.29497454,0.4847655,0.4274934,0.23593834,0.36318114,0.30855015,0.5026191,1
Ketchup,-128.51976,89.284355,12.598424,32.66156,0.57291025,6.13266,3.5308506,-4.4942365,-9.38421,3.5769768,-8.407762,5.269072,-7.680101,-4.697302,-4.9653296,-5.3548217,-1.570245,1.067301,-5.713411,-2.4894767,143,0.2299846,0.22537138,0.39956552,0.19138154,0.2966209,0.19274615,0.3265212,0.34661108,0.25229284,0.4449651,0.31827506,0.44442385,1
Killing Time,-144.47292,69.0352,26.199106,17.710894,10.209465,1.6375836,9.779871,-5.3476796,2.3920567,5.524269,-4.9256043,3.9643657,-7.566051,0.48796237,-4.4861197,-3.6041996,-3.8528996,1.4466449,-5.1506143,-0.8990999,95,0.21741526,0.24505664,0.46975863,0.2937551,0.39960152,0.21975002,0.26787144,0.36749437,0.2953316,0.3891769,0.29618046,0.35610467,1
Kitten Goes to Space,-170.9598,80.371086,-0.4071077,28.270136,10.919266,-1.6943525,-5.3463707,-2.6913545,-11.613299,-2.5377991,-13.649,-10.109109,-8.976622,-4.955213,-10.350521,-2.2089455,-6.351048,-8.66702,-6.4022245,-3.8567755,161,0.34900337,0.22154163,0.31448507,0.20417543,0.30241677,0.16642313,0.20302711,0.38183793,0.22811788,0.28986,0.2439502,0.4203596,1
Lemonade,-164.22504,64.506424,33.645954,7.186036,4.990582,-9.803146,-3.2558677,-8.081633,-4.425478,-3.479252,-2.6260056,-1.9205643,-11.181266,0.6352907,-7.4557447,-1.7039918,-4.6470428,2.8400145,-5.3257594,-3.5591588,151,0.2815698,0.496958,0.36949584,0.21100746,0.24235745,0.16252555,0.2441573,0.1609426,0.24934931,0.31637824,0.20493631,0.28578043,1
Lemonade Rain,-270.845,67.21089,2.66068,14.793002,-12.062582,-11.674624,-17.642828,-24.652672,-18.21426,-19.645481,-18.203203,-13.029416,-12.318518,-0.96986514,-2.8088548,0.9643167,-0.37837824,-0.7904253,-3.6011395,-0.08631722,92,0.23776281,0.1183402,0.26096815,0.15140662,0.26319662,0.08608902,0.1563873,0.31920528,0.17579982,0.30506453,0.17769913,0.36367992,1
Liar Liar,-171.84111,100.271614,37.772392,38.364147,9.833038,12.386421,4.0894346,6.455742,-1.5979347,-2.5534177,-5.959211,-4.110102,-8.799188,-2.223331,-3.4781759,1.9467221,-3.9453402,-1.2805673,-2.408481,-0.61392313,99,0.39970237,0.3461081,0.5165558,0.34342435,0.20464562,0.3110702,0.25455746,0.400006,0.30957997,0.3734176,0.38084924,0.2661831,1
Light Sabers,-214.19241,93.227264,-5.255231,16.817139,7.2997904,-16.782595,5.2443285,-34.465015,-7.0544615,1.5727104,-17.010706,2.7469242,-13.756616,-6.214396,-7.7743893,-4.1232543,-10.14579,-5.627837,-7.685361,-5.8780317,117,0.3104202,0.22913131,0.17681792,0.28026187,0.22204566,0.44391727,0.18454945,0.1780865,0.2175135,0.23874621,0.5325791,0.23435481,1
Lizard Lounge,-162.93304,79.60151,8.691307,32.631565,8.689039,9.37956,-0.93816537,-0.49952778,-4.639427,0.8402628,1.7646772,2.5246265,-3.682401,-1.8297968,-2.8755245,-2.437491,-5.7947245,-0.60884535,-6.449039,-5.2718253,89,0.40938243,0.29670325,0.37992868,0.20573394,0.21583286,0.31127462,0.31780654,0.4198582,0.23407936,0.23434445,0.29779696,0.25380373,1
Love Letters,-269.8241,119.67046,13.680646,34.571987,21.691875,6.521722,6.519197,-4.1711555,-5.889521,-11.742379,-6.574406,-6.504625,-7.4416323,-2.293134,-13.763436,-12.08288,-6.9176126,-7.204931,-3.4253988,-1.2533392,151,0.26812407,0.19451326,0.37713525,0.16010071,0.25900233,0.08592438,0.19538589,0.26072428,0.0904345,0.09759673,0.0938998,0.27975586,1
Lunch in Paris,-240.20671,89.223854,34.56152,30.20711,24.182184,-0.60473377,3.7729144,-1.8172323,-1.8139623,3.6465857,-2.2033396,-1.8927797,-6.1941934,-1.808432,-3.2849982,-5.2845025,-7.360016,-2.714969,-6.3578134,-8.40524,103,0.31016463,0.29650453,0.40474504,0.27607182,0.15659067,0.16105622,0.15683027,0.2860205,0.18123657,0.2275758,0.4011937,0.25478426,1
Maniacal Clowns,-96.071,85.792015,6.6827254,38.28961,-7.1783385,8.799661,-0.96450853,-0.23235716,1.2691503,6.1468453,-6.8926516,9.296293,-1.1666453,4.3947177,0.06723594,1.6491182,0.79880935,5.7696323,-1.0357964,-0.4493686,99,0.39416024,0.29218662,0.30006266,0.4312816,0.30808458,0.2804673,0.17000833,0.30059186,0.2016306,0.2033489,0.32572937,0.24910939,1
Mediocre Lawyer,-149.23936,65.37843,4.0341253,14.50683,-1.1951548,0.6603282,-2.7191863,-5.715978,-4.6639614,-4.5593305,-2.3793628,-6.1627936,-9.231297,-5.8022,-11.268793,-8.386667,-8.365479,-3.5329165,-6.734375,-4.133918,161,0.20638174,0.3548157,0.49955437,0.2717379,0.28928724,0.2226542,0.3814673,0.2629169,0.20403422,0.34991533,0.21127088,0.27667618,1
Meet Me in the Stacks,-94.50256,75.95574,-0.67220324,17.39001,-8.508264,4.0764866,-11.646392,-2.220541,-16.07644,3.8003078,-10.986956,-2.5758817,-10.097814,-1.2692782,-6.3908772,-8.152058,-13.274786,-2.802884,-14.848209,-10.777385,86,0.47296923,0.21592672,0.3538265,0.20497459,0.37335014,0.21047291,0.20210275,0.30265063,0.16758509,0.27498195,0.1606229,0.29046458,1
Meringue,-192.16432,106.66722,-7.0480275,26.295582,3.6807783,-10.510456,4.482649,-11.1107435,1.9884188,2.0647273,-9.568261,4.257587,-11.6236925,-7.7510386,-8.909042,-7.7431564,-9.327584,-4.27127,-10.951268,-11.7739935,135,0.33160657,0.25443807,0.38287282,0.2283236,0.17786056,0.22743894,0.16302852,0.30368868,0.16561662,0.25318265,0.3015658,0.19906692,1
Meteor Shower,-291.28622,130.4675,26.64002,23.71554,16.758888,3.6724668,0.27965474,-10.49712,-4.5910244,-6.3752584,-5.090716,-0.45088446,-13.846347,-5.127948,-14.264715,-7.1242933,-10.90528,-6.161668,-5.760328,-5.879563,135,0.42388093,0.18682954,0.22955714,0.15677628,0.36837777,0.19779336,0.09431739,0.113225386,0.056892164,0.0807517,0.10264149,0.36473146,1
Mickey's Ice Cream Shop,-160.66893,67.60345,19.260593,8.056533,4.4411736,-9.58087,1.1664876,-8.982856,-10.952208,-2.7988253,-12.273334,-0.19815357,-8.072534,-4.412624,-6.162148,4.4488173,-0.81525564,0.6941778,-6.453625,-4.308303,123,0.27891117,0.38413516,0.30869982,0.3776348,0.33683679,0.2492881,0.36631462,0.3288119,0.42545766,0.46907255,0.3107985,0.3275679,1
Midnight at the Laundromat,-267.84775,90.480125,9.133025,19.551846,10.227102,-3.61195,-0.74471176,-11.727697,-10.464805,-14.707187,-24.091562,-9.914778,-10.255872,0.914321,-5.863035,-5.2020655,-8.507534,-2.6126764,-6.2319617,-1.7445736,161,0.24756989,0.3409396,0.14579694,0.23158522,0.13653421,0.28379413,0.19955142,0.11527388,0.11759464,0.18185632,0.39660797,0.14330547,1
Milkshake Stand,-194.91515,87.71742,-8.271723,9.5811,-12.711896,-16.9915,-10.416427,-18.551998,2.8465815,-15.36285,-2.4011307,0.8483462,-3.726841,3.2131507,-7.8894367,-1.59101,-7.7976565,-10.824749,-8.422716,-5.653263,172,0.44862366,0.21558139,0.2902449,0.24536334,0.46092948,0.2587006,0.093624555,0.109596156,0.13630174,0.29304087,0.18731926,0.27894568,1
Mirrors and Mazes,-182.82335,81.430374,11.175322,21.98411,10.116648,3.817189,-3.0133758,-4.1241465,-18.632463,-3.044111,-9.559856,-8.885,-15.656262,-3.7367113,-7.1484118,-3.738599,-11.63619,-6.975625,-7.1604285,-10.829301,123,0.18434398,0.2738345,0.20113745,0.2950229,0.14619267,0.10276671,0.15353043,0.24977693,0.5931188,0.30313146,0.2652802,0.28964204,1
